,dates,text_data,url_data,prev24,prev48,prev72,prev96,prev120
0,2009010212,"1
 Visualizar imagem de 850 hPA",http://img0.cptec.inpe.br/~rgptimg/Produtos-Pagina/Carta-Sinotica/Analise/Baixo/baixo_2009010200.gif,http://img0.cptec.inpe.br/~rgptimg/Produtos-Pagina/Carta-Sinotica/Previsao/prev120h_2009010200.gif,http://img0.cptec.inpe.br/~rgptimg/Produtos-Pagina/Carta-Sinotica/Previsao/prev96h_2009010200.gif,http://img0.cptec.inpe.br/~rgptimg/Produtos-Pagina/Carta-Sinotica/Previsao/prev72h_2009010200.gif,http://img0.cptec.inpe.br/~rgptimg/Produtos-Pagina/Carta-Sinotica/Previsao/prev48h_2009010200.gif,http://img0.cptec.inpe.br/~rgptimg/Produtos-Pagina/Carta-Sinotica/Previsao/prev24h_2009010200.gif
