,dates,text_data,url_data,prev24,prev48,prev72,prev96,prev120
0,2009010118,Imagem de Satélite Goes 16,http://img0.cptec.inpe.br/~rgptimg/Produtos-Pagina/Satelite/Boletim-Tecnico/sat2009010118.jpg,http://img0.cptec.inpe.br/~rgptimg/Produtos-Pagina/Carta-Sinotica/Previsao/prev120h_2009010100.gif,http://img0.cptec.inpe.br/~rgptimg/Produtos-Pagina/Carta-Sinotica/Previsao/prev96h_2009010100.gif,http://img0.cptec.inpe.br/~rgptimg/Produtos-Pagina/Carta-Sinotica/Previsao/prev72h_2009010100.gif,http://img0.cptec.inpe.br/~rgptimg/Produtos-Pagina/Carta-Sinotica/Previsao/prev48h_2009010100.gif,http://img0.cptec.inpe.br/~rgptimg/Produtos-Pagina/Carta-Sinotica/Previsao/prev24h_2009010100.gif
